dataset,protocol,heldout_group,model,decision_policy,train_normal_count,val_normal_count,test_normal_count,test_fault_count,p50,p90,p95,p99,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,normal_state_rate,warning_state_rate,fault_state_rate,tn,fp,fn,tp
Paderborn,paderborn-bearing-wise,KI01,iforest,fuzzy_fault_only_hi75,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.8064700886343342,0.6877164787354432,0.36538461538461536,0.019447287615148412,0.0369290573372206,0.028085106382978724,0.9805527123848515,0.15892193308550187,0.09098511525181448,0.2327919333010123,0.8169144981412639,0.15892193308550187,0.024163568773234202,1142,33,958,19
Paderborn,paderborn-bearing-wise,KI03,iforest,hard_val_p95,3759,940,1175,982,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9157693807687307,0.8562689493393021,0.9174825174825175,0.6680244399185336,0.7731290512669416,0.05021276595744681,0.3319755600814664,0.17199814557255447,0.09098511525181448,0.5867435370740378,0.6091794158553546,0.17199814557255447,0.21882243857209085,1116,59,326,656
Paderborn,paderborn-bearing-wise,KI03,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,982,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9157693807687307,0.8562689493393021,0.9174825174825175,0.6680244399185336,0.7731290512669416,0.05021276595744681,0.3319755600814664,0.17199814557255447,0.09098511525181448,0.5867435370740378,0.6091794158553546,0.17199814557255447,0.21882243857209085,1116,59,326,656
Paderborn,paderborn-bearing-wise,KI03,iforest,fuzzy_fault_only_hi75,3759,940,1175,982,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9157693807687307,0.8562689493393021,0.9300847457627118,0.4470468431771894,0.6038514442916093,0.028085106382978724,0.5529531568228105,0.17199814557255447,0.09098511525181448,0.5867435370740378,0.6091794158553546,0.17199814557255447,0.21882243857209085,1142,33,543,439
Paderborn,paderborn-bearing-wise,KI05,iforest,hard_val_p95,3759,940,1175,979,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.6742285875730772,0.6593636744408446,0.8319088319088319,0.2982635342185904,0.43909774436090226,0.05021276595744681,0.7017364657814096,0.09517177344475394,0.09098511525181448,0.3118236389526153,0.7915506035283194,0.09517177344475394,0.11327762302692665,1116,59,687,292
Paderborn,paderborn-bearing-wise,KI05,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,979,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.6742285875730772,0.6593636744408446,0.8319088319088319,0.2982635342185904,0.43909774436090226,0.05021276595744681,0.7017364657814096,0.09517177344475394,0.09098511525181448,0.3118236389526153,0.7915506035283194,0.09517177344475394,0.11327762302692665,1116,59,687,292
Paderborn,paderborn-bearing-wise,KI05,iforest,fuzzy_fault_only_hi75,3759,940,1175,979,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.6742285875730772,0.6593636744408446,0.8647540983606558,0.21552604698672115,0.34505314799672937,0.028085106382978724,0.7844739530132788,0.09517177344475394,0.09098511525181448,0.3118236389526153,0.7915506035283194,0.09517177344475394,0.11327762302692665,1142,33,768,211
Paderborn,paderborn-bearing-wise,KI07,iforest,hard_val_p95,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7161802406696895,0.6227725053410695,0.7230046948356808,0.15778688524590165,0.2590412111017662,0.05021276595744681,0.8422131147540983,0.11204091120409113,0.09098511525181448,0.21091989780289974,0.8410041841004184,0.11204091120409113,0.04695490469549047,1116,59,822,154
Paderborn,paderborn-bearing-wise,KI07,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7161802406696895,0.6227725053410695,0.7230046948356808,0.15778688524590165,0.2590412111017662,0.05021276595744681,0.8422131147540983,0.11204091120409113,0.09098511525181448,0.21091989780289974,0.8410041841004184,0.11204091120409113,0.04695490469549047,1116,59,822,154
Paderborn,paderborn-bearing-wise,KI07,iforest,fuzzy_fault_only_hi75,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7161802406696895,0.6227725053410695,0.6732673267326733,0.06967213114754098,0.12627669452181986,0.028085106382978724,0.930327868852459,0.11204091120409113,0.09098511525181448,0.21091989780289974,0.8410041841004184,0.11204091120409113,0.04695490469549047,1142,33,908,68
Paderborn,paderborn-file-wise,fold1,iforest,hard_val_p95,4650,1163,61,1348,0.44247948064374504,0.5108311959729511,0.5457623643607984,0.6137002292955185,0.9803412462908012,0.9985166805252178,1.0,0.5497032640949555,0.7094303494494973,0.0,0.4502967359050445,0.27608232789212206,0.0029827262449801115,0.49888889302246514,0.39815471965933286,0.27608232789212206,0.3257629524485451,61,0,607,741
Paderborn,paderborn-file-wise,fold1,iforest,fuzzy_warning_as_alarm_hi50,4650,1163,61,1348,0.44247948064374504,0.5108311959729511,0.5457623643607984,0.6137002292955185,0.9803412462908012,0.9985166805252178,1.0,0.5497032640949555,0.7094303494494973,0.0,0.4502967359050445,0.27608232789212206,0.0029827262449801115,0.49888889302246514,0.39815471965933286,0.27608232789212206,0.3257629524485451,61,0,607,741
