training_mode,seed,clients_by,calibration_scope,model,client_id,decision_policy,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,health_gap
centralized,42,bearing,client_specific,cnn-ae,test2_bearing3,fuzzy_warning_as_alarm_hi50,0.38557354281498196,0.059322033898305086,0.7610800344234079,0.023196151790486372,0.11684271249706939,0.24342416820666749,0.1265814557095981
centralized,42,bearing,client_specific,cnn-ae,test2_bearing3,fuzzy_fault_only_hi75,0.36716417910447763,0.05084745762711865,0.7750645438898451,0.023196151790486372,0.11684271249706939,0.24342416820666749,0.1265814557095981
centralized,42,bearing,pooled,cnn-ae,test2_bearing3,hard_val_p95,0.4712483617300131,0.6016949152542372,0.690565834767642,0.05440940673436665,0.6083886976163515,0.3528000984720271,-0.2555885991443244
centralized,42,bearing,pooled,cnn-ae,test2_bearing3,fuzzy_warning_as_alarm_hi50,0.4712483617300131,0.6016949152542372,0.690565834767642,0.05440940673436665,0.6083886976163515,0.3528000984720271,-0.2555885991443244
centralized,42,bearing,pooled,cnn-ae,test2_bearing3,fuzzy_fault_only_hi75,0.44355343941861924,0.3474576271186441,0.7143932874354562,0.05440940673436665,0.6083886976163515,0.3528000984720271,-0.2555885991443244
centralized,42,bearing,adaptive,cnn-ae,test2_bearing3,hard_val_p95,0.40326110276764643,0.11864406779661017,0.7472568846815835,0.03677177979690005,0.2765583536924142,0.265692979252798,-0.010865374439616216
centralized,42,bearing,adaptive,cnn-ae,test2_bearing3,fuzzy_warning_as_alarm_hi50,0.40326110276764643,0.11864406779661017,0.7472568846815835,0.03677177979690005,0.2765583536924142,0.265692979252798,-0.010865374439616216
centralized,42,bearing,adaptive,cnn-ae,test2_bearing3,fuzzy_fault_only_hi75,0.380724360090545,0.059322033898305086,0.7647913080895009,0.03677177979690005,0.2765583536924142,0.265692979252798,-0.010865374439616216
centralized,42,bearing,client_specific,cnn-ae,test3_bearing1,hard_val_p95,0.7524367777591693,0.04084321475625823,0.3958691910499139,0.04035967133481474,0.09776446833995125,0.6530819632264835,0.5553174948865323
centralized,42,bearing,client_specific,cnn-ae,test3_bearing1,fuzzy_warning_as_alarm_hi50,0.7524367777591693,0.04084321475625823,0.3958691910499139,0.04035967133481474,0.09776446833995125,0.6530819632264835,0.5553174948865323
centralized,42,bearing,client_specific,cnn-ae,test3_bearing1,fuzzy_fault_only_hi75,0.7428745103336485,0.02766798418972332,0.4084014629948365,0.04035967133481474,0.09776446833995125,0.6530819632264835,0.5553174948865323
centralized,42,bearing,pooled,cnn-ae,test3_bearing1,hard_val_p95,0.47262271513657833,0.0,0.690565834767642,0.049248100873339876,0.0005675044386293889,0.3528000984720271,0.3522325940333977
centralized,42,bearing,pooled,cnn-ae,test3_bearing1,fuzzy_warning_as_alarm_hi50,0.47262271513657833,0.0,0.690565834767642,0.049248100873339876,0.0005675044386293889,0.3528000984720271,0.3522325940333977
centralized,42,bearing,pooled,cnn-ae,test3_bearing1,fuzzy_fault_only_hi75,0.44431428332357126,0.0,0.7143932874354562,0.049248100873339876,0.0005675044386293889,0.3528000984720271,0.3522325940333977
centralized,42,bearing,adaptive,cnn-ae,test3_bearing1,hard_val_p95,0.7240409031638185,0.0,0.43255163511187605,0.0057361376673040155,0.02744615916178239,0.5931975199893119,0.5657513608275295
